11227809;11227902;1
927358;927386;2
2003505;2003515;3
292357;292359;4
477816;477819;5
231767;231855;6
348170;348234;7
1642028;1642035;8
6591213;6591218;9
5767325;5767357;10
79923;80113;11
503093;506004;12
178325;178450;13
179123;179147;14
111102;111111;15
4114095;4114122;16
244777;244858;17
1335851;1335881;18
8318911;8333464;19
1789945;1789952;20
1125968;8888015;21
336859;336868;22
61212;;23
6841333;6841479;24
1783405;1783426;25
40480;;26
7074;7077;27
208105;208106;28
419163;419185;29
394809;394814;30
11227809;11227902;1
927358;927386;2
2003505;2003515;3
292357;292359;4
477816;477819;5
231767;231855;6
348170;348234;7
1642028;1642035;8
6591213;6591218;9
5767325;5767357;10
79923;80113;11
503093;506004;12
178325;178450;13
179123;179147;14
111102;111111;15
4114095;4114122;16
244777;244858;17
1335851;1335881;18
8318911;8333464;19
1789945;1789952;20
1125968;8888015;21
336859;336868;22
61212;;23
6841333;6841479;24
1783405;1783426;25
40480;;26
7074;7077;27
208105;208106;28
419163;419185;29
394809;394814;30
11227809;11227902;1257
927358;927386;1258
2003505;2003515;1259
292357;292359;1260
477816;477819;1261
231767;231855;1262
348170;348234;1263
1642028;1642035;1264
6591213;6591218;1265
5767325;5767357;1266
79923;80113;1267
503093;506004;1268
178325;178450;1269
179123;179147;1270
111102;111111;1271
4114095;4114122;1272
244777;244858;1273
1335851;1335881;1274
8318911;8333464;1275
1789945;1789952;1276
1125968;8888015;1277
336859;336868;1278
61212;;1279
6841333;6841479;1280
1783405;1783426;1281
40480;;1282
7074;7077;1283
208105;208106;1284
419163;419185;1285
394809;394814;1286
11227809;11227902;1
927358;927386;2
2003505;2003515;3
292357;292359;4
477816;477819;5
231767;231855;6
348170;348234;7
1642028;1642035;8
6591213;6591218;9
5767325;5767357;10
79923;80113;11
503093;506004;12
178325;178450;13
179123;179147;14
111102;111111;15
4114095;4114122;16
244777;244858;17
1335851;1335881;18
8318911;8333464;19
1789945;1789952;20
1125968;8888015;21
336859;336868;22
61212;;23
6841333;6841479;24
1783405;1783426;25
40480;;26
7074;7077;27
208105;208106;28
419163;419185;29
394809;394814;30
11227809;11227902;1268
927358;927386;1269
2003505;2003515;1270
292357;292359;1271
477816;477819;1272
231767;231855;1273
348170;348234;1274
1642028;1642035;1275
6591213;6591218;1276
5767325;5767357;1277
79923;80113;1278
503093;506004;1279
178325;178450;1280
179123;179147;1281
111102;111111;1282
4114095;4114122;1283
244777;244858;1284
1335851;1335881;1285
8318911;8333464;1286
1789945;1789952;1287
1125968;8888015;1288
336859;336868;1289
61212;;1290
6841333;6841479;1291
1783405;1783426;1292
40480;;1293
7074;7077;1294
208105;208106;1295
419163;419185;1296
394809;394814;1297
11227809;11227902;1
927358;927386;2
2003505;2003515;3
292357;292359;4
477816;477819;5
231767;231855;6
348170;348234;7
1642028;1642035;8
6591213;6591218;9
5767325;5767357;10
79923;80113;11
503093;506004;12
178325;178450;13
179123;179147;14
111102;111111;15
4114095;4114122;16
244777;244858;17
1335851;1335881;18
8318911;8333464;19
1789945;1789952;20
1125968;8888015;21
336859;336868;22
61212;;23
6841333;6841479;24
1783405;1783426;25
40480;;26
7074;7077;27
208105;208106;28
419163;419185;29
394809;394814;30
11227809;11227902;1
927358;927386;2
2003505;2003515;3
292357;292359;4
477816;477819;5
231767;231855;6
348170;348234;7
1642028;1642035;8
6591213;6591218;9
5767325;5767357;10
79923;80113;11
503093;506004;12
178325;178450;13
179123;179147;14
111102;111111;15
4114095;4114122;16
244777;244858;17
1335851;1335881;18
8318911;8333464;19
1789945;1789952;20
1125968;8888015;21
336859;336868;22
61212;;23
6841333;6841479;24
1783405;1783426;25
40480;;26
7074;7077;27
208105;208106;28
419163;419185;29
394809;394814;30
11227809;11227902;735
927358;927386;736
2003505;2003515;737
292357;292359;738
477816;477819;739
231767;231855;740
348170;348234;741
1642028;1642035;742
6591213;6591218;743
5767325;5767357;744
79923;80113;745
503093;506004;746
178325;178450;747
179123;179147;748
111102;111111;749
4114095;4114122;750
244777;244858;751
1335851;1335881;752
8318911;8333464;753
1789945;1789952;754
1125968;8888015;755
336859;336868;756
61212;;757
6841333;6841479;758
1783405;1783426;759
40480;;760
7074;7077;761
208105;208106;762
419163;419185;763
394809;394814;764
11227809;11227902;1469
927358;927386;1470
2003505;2003515;1471
292357;292359;1472
477816;477819;1473
231767;231855;1474
348170;348234;1475
1642028;1642035;1476
6591213;6591218;1477
5767325;5767357;1478
79923;80113;1479
503093;506004;1480
178325;178450;1481
179123;179147;1482
111102;111111;1483
4114095;4114122;1484
244777;244858;1485
1335851;1335881;1486
8318911;8333464;1487
1789945;1789952;1488
1125968;8888015;1489
336859;336868;1490
61212;;1491
6841333;6841479;1492
1783405;1783426;1493
40480;;1494
7074;7077;1495
208105;208106;1496
419163;419185;1497
394809;394814;1498
11227809;11227902;1499
927358;927386;1500
2003505;2003515;1501
292357;292359;1502
477816;477819;1503
231767;231855;1504
348170;348234;1505
1642028;1642035;1506
6591213;6591218;1507
5767325;5767357;1508
79923;80113;1509
503093;506004;1510
178325;178450;1511
179123;179147;1512
111102;111111;1513
4114095;4114122;1514
244777;244858;1515
1335851;1335881;1516
8318911;8333464;1517
1789945;1789952;1518
1125968;8888015;1519
336859;336868;1520
61212;;1521
6841333;6841479;1522
1783405;1783426;1523
40480;;1524
7074;7077;1525
208105;208106;1526
419163;419185;1527
394809;394814;1528
11227809;11227902;2233
927358;927386;2234
2003505;2003515;2235
292357;292359;2236
477816;477819;2237
231767;231855;2238
348170;348234;2239
1642028;1642035;2240
6591213;6591218;2241
5767325;5767357;2242
79923;80113;2243
503093;506004;2244
178325;178450;2245
179123;179147;2246
111102;111111;2247
4114095;4114122;2248
244777;244858;2249
1335851;1335881;2250
8318911;8333464;2251
1789945;1789952;2252
1125968;8888015;2253
336859;336868;2254
61212;;2255
6841333;6841479;2256
1783405;1783426;2257
40480;;2258
7074;7077;2259
208105;208106;2260
419163;419185;2261
394809;394814;2262
11227809;11227902;1
927358;927386;2
2003505;2003515;3
292357;292359;4
477816;477819;5
231767;231855;6
348170;348234;7
1642028;1642035;8
6591213;6591218;9
5767325;5767357;10
79923;80113;11
503093;506004;12
178325;178450;13
179123;179147;14
111102;111111;15
4114095;4114122;16
244777;244858;17
1335851;1335881;18
8318911;8333464;19
1789945;1789952;20
1125968;8888015;21
336859;336868;22
61212;;23
6841333;6841479;24
1783405;1783426;25
40480;;26
7074;7077;27
208105;208106;28
419163;419185;29
394809;394814;30
